Athlete,Statistic,Team,Total
"Browne, M",badHands,Collingwood Magpies,3
"Browne, M",badPasses,Collingwood Magpies,7
"Browne, M",blocked,Collingwood Magpies,0
"Browne, M",blocks,Collingwood Magpies,0
"Browne, M",breaks,Collingwood Magpies,0
"Browne, M",centrePassReceives,Collingwood Magpies,30
"Browne, M",centrePassToGoalPerc,Collingwood Magpies,0
"Browne, M",contactPenalties,Collingwood Magpies,22
"Browne, M",deflections,Collingwood Magpies,9
"Browne, M",deflectionWithGain,Collingwood Magpies,2
"Browne, M",deflectionWithNoGain,Collingwood Magpies,7
"Browne, M",disposals,Collingwood Magpies,149
"Browne, M",feeds,Collingwood Magpies,145
"Browne, M",feedWithAttempt,Collingwood Magpies,101
"Browne, M",gain,Collingwood Magpies,7
"Browne, M",gainToGoalPerc,Collingwood Magpies,0
"Browne, M",generalPlayTurnovers,Collingwood Magpies,33
"Browne, M",goal_from_zone1,Collingwood Magpies,0
"Browne, M",goal_from_zone2,Collingwood Magpies,0
"Browne, M",goal1,Collingwood Magpies,0
"Browne, M",goal2,Collingwood Magpies,0
"Browne, M",goalAssists,Collingwood Magpies,82
"Browne, M",goalAttempts,Collingwood Magpies,0
"Browne, M",goalMisses,Collingwood Magpies,0
"Browne, M",goals,Collingwood Magpies,0
"Browne, M",interceptPassThrown,Collingwood Magpies,17
"Browne, M",intercepts,Collingwood Magpies,5
"Browne, M",minutesPlayed,Collingwood Magpies,319
"Browne, M",missedGoalTurnover,Collingwood Magpies,0
"Browne, M",netPoints,Collingwood Magpies,204.5
"Browne, M",obstructionPenalties,Collingwood Magpies,4
"Browne, M",offsides,Collingwood Magpies,1
"Browne, M",passes,Collingwood Magpies,145
"Browne, M",penalties,Collingwood Magpies,26
"Browne, M",pickups,Collingwood Magpies,11
"Browne, M",points,Collingwood Magpies,0
"Browne, M",possessionChanges,Collingwood Magpies,33
"Browne, M",possessions,Collingwood Magpies,53
"Browne, M",quartersPlayed,Collingwood Magpies,26
"Browne, M",rebounds,Collingwood Magpies,0
"Browne, M",tossUpWin,Collingwood Magpies,0
"Bruce, C",attempt_from_zone1,West Coast Fever,0
"Bruce, C",attempt_from_zone2,West Coast Fever,0
"Bruce, C",attempts1,West Coast Fever,0
"Bruce, C",attempts2,West Coast Fever,0
"Bruce, C",badHands,West Coast Fever,0
"Bruce, C",badPasses,West Coast Fever,4
"Bruce, C",blocked,West Coast Fever,0
"Bruce, C",blocks,West Coast Fever,3
"Bruce, C",breaks,West Coast Fever,0
"Bruce, C",centrePassReceives,West Coast Fever,6
"Bruce, C",centrePassToGoalPerc,West Coast Fever,0
"Bruce, C",contactPenalties,West Coast Fever,132
"Bruce, C",deflections,West Coast Fever,80
"Bruce, C",deflectionWithGain,West Coast Fever,28
"Bruce, C",deflectionWithNoGain,West Coast Fever,52
"Bruce, C",disposals,West Coast Fever,64
"Bruce, C",feeds,West Coast Fever,2
"Bruce, C",feedWithAttempt,West Coast Fever,0
"Bruce, C",gain,West Coast Fever,97
"Bruce, C",gainToGoalPerc,West Coast Fever,0
"Bruce, C",generalPlayTurnovers,West Coast Fever,18
"Bruce, C",goal_from_zone1,West Coast Fever,0
"Bruce, C",goal_from_zone2,West Coast Fever,0
"Bruce, C",goal1,West Coast Fever,0
"Bruce, C",goal2,West Coast Fever,0
"Bruce, C",goalAssists,West Coast Fever,0
"Bruce, C",goalAttempts,West Coast Fever,0
"Bruce, C",goalMisses,West Coast Fever,0
"Bruce, C",goals,West Coast Fever,0
"Bruce, C",interceptPassThrown,West Coast Fever,10
"Bruce, C",intercepts,West Coast Fever,36
"Bruce, C",minutesPlayed,West Coast Fever,643
"Bruce, C",missedGoalTurnover,West Coast Fever,0
"Bruce, C",netPoints,West Coast Fever,775.5
"Bruce, C",obstructionPenalties,West Coast Fever,45
"Bruce, C",offsides,West Coast Fever,1
"Bruce, C",passes,West Coast Fever,2
"Bruce, C",penalties,West Coast Fever,177
"Bruce, C",pickups,West Coast Fever,11
"Bruce, C",points,West Coast Fever,0
"Bruce, C",possessionChanges,West Coast Fever,18
"Bruce, C",possessions,West Coast Fever,154
"Bruce, C",quartersPlayed,West Coast Fever,44
"Bruce, C",rebounds,West Coast Fever,33
"Bruce, C",tossUpWin,West Coast Fever,0
"Cassidy, M",attempt_from_zone1,Queensland Firebirds,0
"Cassidy, M",attempt_from_zone2,Queensland Firebirds,0
"Cassidy, M",attempts1,Queensland Firebirds,0
"Cassidy, M",attempts2,Queensland Firebirds,0
"Cassidy, M",badHands,Queensland Firebirds,6
"Cassidy, M",badPasses,Queensland Firebirds,8
"Cassidy, M",blocked,Queensland Firebirds,0
"Cassidy, M",blocks,Queensland Firebirds,0
"Cassidy, M",breaks,Queensland Firebirds,0
"Cassidy, M",centrePassReceives,Queensland Firebirds,6
"Cassidy, M",centrePassToGoalPerc,Queensland Firebirds,0
"Cassidy, M",contactPenalties,Queensland Firebirds,67
"Cassidy, M",deflections,Queensland Firebirds,14
"Cassidy, M",deflectionWithGain,Queensland Firebirds,3
"Cassidy, M",deflectionWithNoGain,Queensland Firebirds,10
"Cassidy, M",disposals,Queensland Firebirds,514
"Cassidy, M",feeds,Queensland Firebirds,495
"Cassidy, M",feedWithAttempt,Queensland Firebirds,320
"Cassidy, M",gain,Queensland Firebirds,7
"Cassidy, M",gainToGoalPerc,Queensland Firebirds,0
"Cassidy, M",generalPlayTurnovers,Queensland Firebirds,52
"Cassidy, M",goal_from_zone1,Queensland Firebirds,0
"Cassidy, M",goal_from_zone2,Queensland Firebirds,0
"Cassidy, M",goal1,Queensland Firebirds,0
"Cassidy, M",goal2,Queensland Firebirds,0
"Cassidy, M",goalAssists,Queensland Firebirds,266
"Cassidy, M",goalAttempts,Queensland Firebirds,0
"Cassidy, M",goalMisses,Queensland Firebirds,0
"Cassidy, M",goals,Queensland Firebirds,0
"Cassidy, M",interceptPassThrown,Queensland Firebirds,17
"Cassidy, M",intercepts,Queensland Firebirds,4
"Cassidy, M",minutesPlayed,Queensland Firebirds,735
"Cassidy, M",missedGoalTurnover,Queensland Firebirds,0
"Cassidy, M",netPoints,Queensland Firebirds,871.5
"Cassidy, M",obstructionPenalties,Queensland Firebirds,3
"Cassidy, M",offsides,Queensland Firebirds,3
"Cassidy, M",passes,Queensland Firebirds,495
"Cassidy, M",penalties,Queensland Firebirds,70
"Cassidy, M",pickups,Queensland Firebirds,31
"Cassidy, M",points,Queensland Firebirds,0
"Cassidy, M",possessionChanges,Queensland Firebirds,52
"Cassidy, M",possessions,Queensland Firebirds,71
"Cassidy, M",quartersPlayed,Queensland Firebirds,54
"Cassidy, M",rebounds,Queensland Firebirds,0
"Cassidy, M",tossUpWin,Queensland Firebirds,0
"Charles, V",attempt_from_zone1,West Coast Fever,0
"Charles, V",attempt_from_zone2,West Coast Fever,0
"Charles, V",attempts1,West Coast Fever,0
"Charles, V",attempts2,West Coast Fever,0
"Charles, V",badHands,West Coast Fever,4
"Charles, V",badPasses,West Coast Fever,9
"Charles, V",blocked,West Coast Fever,0
"Charles, V",blocks,West Coast Fever,0
"Charles, V",breaks,West Coast Fever,0
"Charles, V",centrePassReceives,West Coast Fever,51
"Charles, V",centrePassToGoalPerc,West Coast Fever,0
"Charles, V",contactPenalties,West Coast Fever,46
"Charles, V",deflections,West Coast Fever,15
"Charles, V",deflectionWithGain,West Coast Fever,6
"Charles, V",deflectionWithNoGain,West Coast Fever,9
"Charles, V",disposals,West Coast Fever,462
"Charles, V",feeds,West Coast Fever,451
"Charles, V",feedWithAttempt,West Coast Fever,327
"Charles, V",gain,West Coast Fever,14
"Charles, V",gainToGoalPerc,West Coast Fever,0
"Charles, V",generalPlayTurnovers,West Coast Fever,54
"Charles, V",goal_from_zone1,West Coast Fever,0
"Charles, V",goal_from_zone2,West Coast Fever,0
"Charles, V",goal1,West Coast Fever,0
"Charles, V",goal2,West Coast Fever,0
"Charles, V",goalAssists,West Coast Fever,265
"Charles, V",goalAttempts,West Coast Fever,0
"Charles, V",goalMisses,West Coast Fever,0
"Charles, V",goals,West Coast Fever,0
"Charles, V",interceptPassThrown,West Coast Fever,20
"Charles, V",intercepts,West Coast Fever,8
"Charles, V",minutesPlayed,West Coast Fever,788
"Charles, V",missedGoalTurnover,West Coast Fever,0
"Charles, V",netPoints,West Coast Fever,905.5
"Charles, V",obstructionPenalties,West Coast Fever,9
"Charles, V",offsides,West Coast Fever,5
"Charles, V",passes,West Coast Fever,451
"Charles, V",penalties,West Coast Fever,57
"Charles, V",pickups,West Coast Fever,27
"Charles, V",points,West Coast Fever,0
"Charles, V",possessionChanges,West Coast Fever,54
"Charles, V",possessions,West Coast Fever,105
"Charles, V",quartersPlayed,West Coast Fever,55
"Charles, V",rebounds,West Coast Fever,0
"Charles, V",tossUpWin,West Coast Fever,0
"Colyer, I",attempt_from_zone1,West Coast Fever,0
"Colyer, I",attempt_from_zone2,West Coast Fever,0
"Colyer, I",attempts1,West Coast Fever,0
"Colyer, I",attempts2,West Coast Fever,0
"Colyer, I",badHands,West Coast Fever,3
"Colyer, I",badPasses,West Coast Fever,2
"Colyer, I",blocked,West Coast Fever,0
"Colyer, I",blocks,West Coast Fever,0
"Colyer, I",breaks,West Coast Fever,0
"Colyer, I",centrePassReceives,West Coast Fever,179
"Colyer, I",centrePassToGoalPerc,West Coast Fever,0
"Colyer, I",contactPenalties,West Coast Fever,13
"Colyer, I",deflections,West Coast Fever,4
"Colyer, I",deflectionWithGain,West Coast Fever,2
"Colyer, I",deflectionWithNoGain,West Coast Fever,2
"Colyer, I",disposals,West Coast Fever,194
"Colyer, I",feeds,West Coast Fever,186
"Colyer, I",feedWithAttempt,West Coast Fever,118
"Colyer, I",gain,West Coast Fever,7
"Colyer, I",gainToGoalPerc,West Coast Fever,0
"Colyer, I",generalPlayTurnovers,West Coast Fever,21
"Colyer, I",goal_from_zone1,West Coast Fever,0
"Colyer, I",goal_from_zone2,West Coast Fever,0
"Colyer, I",goal1,West Coast Fever,0
"Colyer, I",goal2,West Coast Fever,0
"Colyer, I",goalAssists,West Coast Fever,97
"Colyer, I",goalAttempts,West Coast Fever,0
"Colyer, I",goalMisses,West Coast Fever,0
"Colyer, I",goals,West Coast Fever,0
"Colyer, I",interceptPassThrown,West Coast Fever,11
"Colyer, I",intercepts,West Coast Fever,5
"Colyer, I",minutesPlayed,West Coast Fever,407
"Colyer, I",missedGoalTurnover,West Coast Fever,0
"Colyer, I",netPoints,West Coast Fever,383.5
"Colyer, I",obstructionPenalties,West Coast Fever,4
"Colyer, I",offsides,West Coast Fever,0
"Colyer, I",passes,West Coast Fever,186
"Colyer, I",penalties,West Coast Fever,17
"Colyer, I",pickups,West Coast Fever,11
"Colyer, I",points,West Coast Fever,0
"Colyer, I",possessionChanges,West Coast Fever,21
"Colyer, I",possessions,West Coast Fever,205
"Colyer, I",quartersPlayed,West Coast Fever,32
"Colyer, I",rebounds,West Coast Fever,0
"Colyer, I",tossUpWin,West Coast Fever,0
"Condren, B",attempt_from_zone1,West Coast Fever,0
"Condren, B",attempt_from_zone2,West Coast Fever,0
"Condren, B",attempts1,West Coast Fever,0
"Condren, B",attempts2,West Coast Fever,0
"Condren, B",badHands,West Coast Fever,0
"Condren, B",badPasses,West Coast Fever,0
"Condren, B",blocked,West Coast Fever,0
"Condren, B",blocks,West Coast Fever,0
"Condren, B",breaks,West Coast Fever,0
"Condren, B",centrePassReceives,West Coast Fever,0
"Condren, B",centrePassToGoalPerc,West Coast Fever,0
"Condren, B",contactPenalties,West Coast Fever,1
"Condren, B",deflections,West Coast Fever,0
"Condren, B",deflectionWithGain,West Coast Fever,0
"Condren, B",deflectionWithNoGain,West Coast Fever,0
"Condren, B",disposals,West Coast Fever,0
"Condren, B",feeds,West Coast Fever,0
"Condren, B",feedWithAttempt,West Coast Fever,0
"Condren, B",gain,West Coast Fever,0
"Condren, B",gainToGoalPerc,West Coast Fever,0
"Condren, B",generalPlayTurnovers,West Coast Fever,0
"Condren, B",goal_from_zone1,West Coast Fever,0
"Condren, B",goal_from_zone2,West Coast Fever,0
"Condren, B",goal1,West Coast Fever,0
"Condren, B",goal2,West Coast Fever,0
"Condren, B",goalAssists,West Coast Fever,0
"Condren, B",goalAttempts,West Coast Fever,0
"Condren, B",goalMisses,West Coast Fever,0
"Condren, B",goals,West Coast Fever,0
"Condren, B",interceptPassThrown,West Coast Fever,0
"Condren, B",intercepts,West Coast Fever,0
"Condren, B",minutesPlayed,West Coast Fever,3
"Condren, B",missedGoalTurnover,West Coast Fever,0
"Condren, B",netPoints,West Coast Fever,-0.5
"Condren, B",obstructionPenalties,West Coast Fever,0
"Condren, B",offsides,West Coast Fever,0
"Condren, B",passes,West Coast Fever,0
"Condren, B",penalties,West Coast Fever,1
"Condren, B",pickups,West Coast Fever,0
"Condren, B",points,West Coast Fever,0
"Condren, B",possessionChanges,West Coast Fever,0
"Condren, B",possessions,West Coast Fever,0
"Condren, B",quartersPlayed,West Coast Fever,1
"Condren, B",rebounds,West Coast Fever,0
"Condren, B",tossUpWin,West Coast Fever,0
"Cosh, E",attempt_from_zone1,West Coast Fever,3
"Cosh, E",attempt_from_zone2,West Coast Fever,4
"Cosh, E",attempts1,West Coast Fever,3
"Cosh, E",attempts2,West Coast Fever,4
"Cosh, E",badHands,West Coast Fever,4
"Cosh, E",badPasses,West Coast Fever,5
"Cosh, E",blocked,West Coast Fever,0
"Cosh, E",blocks,West Coast Fever,0
"Cosh, E",breaks,West Coast Fever,0
"Cosh, E",centrePassReceives,West Coast Fever,134
"Cosh, E",centrePassToGoalPerc,West Coast Fever,0
"Cosh, E",contactPenalties,West Coast Fever,11
"Cosh, E",deflections,West Coast Fever,5
"Cosh, E",deflectionWithGain,West Coast Fever,1
"Cosh, E",deflectionWithNoGain,West Coast Fever,4
"Cosh, E",disposals,West Coast Fever,168
"Cosh, E",feeds,West Coast Fever,157
"Cosh, E",feedWithAttempt,West Coast Fever,131
"Cosh, E",gain,West Coast Fever,2
"Cosh, E",gainToGoalPerc,West Coast Fever,0
"Cosh, E",generalPlayTurnovers,West Coast Fever,21
"Cosh, E",goal_from_zone1,West Coast Fever,2
"Cosh, E",goal_from_zone2,West Coast Fever,3
"Cosh, E",goal1,West Coast Fever,2
"Cosh, E",goal2,West Coast Fever,3
"Cosh, E",goalAssists,West Coast Fever,113
"Cosh, E",goalAttempts,West Coast Fever,7
"Cosh, E",goalMisses,West Coast Fever,2
"Cosh, E",goals,West Coast Fever,5
"Cosh, E",interceptPassThrown,West Coast Fever,6
"Cosh, E",intercepts,West Coast Fever,1
"Cosh, E",minutesPlayed,West Coast Fever,316
"Cosh, E",missedGoalTurnover,West Coast Fever,1
"Cosh, E",netPoints,West Coast Fever,274
"Cosh, E",obstructionPenalties,West Coast Fever,14
"Cosh, E",offsides,West Coast Fever,0
"Cosh, E",passes,West Coast Fever,157
"Cosh, E",penalties,West Coast Fever,25
"Cosh, E",pickups,West Coast Fever,5
"Cosh, E",points,West Coast Fever,8
"Cosh, E",possessionChanges,West Coast Fever,22
"Cosh, E",possessions,West Coast Fever,152
"Cosh, E",quartersPlayed,West Coast Fever,26
"Cosh, E",rebounds,West Coast Fever,0
"Cosh, E",tossUpWin,West Coast Fever,0
"Craig, S",attempt_from_zone1,NSW Swifts,0
"Craig, S",attempt_from_zone2,NSW Swifts,0
"Craig, S",attempts1,NSW Swifts,0
"Craig, S",attempts2,NSW Swifts,0
"Craig, S",badHands,NSW Swifts,0
"Craig, S",badPasses,NSW Swifts,0
"Craig, S",blocked,NSW Swifts,0
"Craig, S",blocks,NSW Swifts,0
"Craig, S",breaks,NSW Swifts,1
"Craig, S",centrePassReceives,NSW Swifts,40
"Craig, S",centrePassToGoalPerc,NSW Swifts,0
"Craig, S",contactPenalties,NSW Swifts,90
"Craig, S",deflections,NSW Swifts,24
"Craig, S",deflectionWithGain,NSW Swifts,6
"Craig, S",deflectionWithNoGain,NSW Swifts,18
"Craig, S",disposals,NSW Swifts,12
"Craig, S",feeds,NSW Swifts,1
"Craig, S",feedWithAttempt,NSW Swifts,0
"Craig, S",gain,NSW Swifts,10
"Craig, S",gainToGoalPerc,NSW Swifts,0
"Craig, S",generalPlayTurnovers,NSW Swifts,7
"Craig, S",goal_from_zone1,NSW Swifts,0
"Craig, S",goal_from_zone2,NSW Swifts,0
"Craig, S",goal1,NSW Swifts,0
"Craig, S",goal2,NSW Swifts,0
"Craig, S",goalAssists,NSW Swifts,0
"Craig, S",goalAttempts,NSW Swifts,0
"Craig, S",goalMisses,NSW Swifts,0
"Craig, S",goals,NSW Swifts,0
"Craig, S",interceptPassThrown,NSW Swifts,3
"Craig, S",intercepts,NSW Swifts,4
"Craig, S",minutesPlayed,NSW Swifts,512
"Craig, S",missedGoalTurnover,NSW Swifts,0
"Craig, S",netPoints,NSW Swifts,127.5
"Craig, S",obstructionPenalties,NSW Swifts,29
"Craig, S",offsides,NSW Swifts,1
"Craig, S",passes,NSW Swifts,1
"Craig, S",penalties,NSW Swifts,119
"Craig, S",pickups,NSW Swifts,7
"Craig, S",points,NSW Swifts,0
"Craig, S",possessionChanges,NSW Swifts,7
"Craig, S",possessions,NSW Swifts,67
"Craig, S",quartersPlayed,NSW Swifts,42
"Craig, S",rebounds,NSW Swifts,0
"Craig, S",tossUpWin,NSW Swifts,0
"Dehaney, K",attempt_from_zone1,Melbourne Vixens,0
"Dehaney, K",attempt_from_zone2,Melbourne Vixens,0
"Dehaney, K",attempts1,Melbourne Vixens,0
"Dehaney, K",attempts2,Melbourne Vixens,0
"Dehaney, K",badHands,Melbourne Vixens,0
"Dehaney, K",badPasses,Melbourne Vixens,0
"Dehaney, K",blocked,Melbourne Vixens,0
"Dehaney, K",blocks,Melbourne Vixens,2
"Dehaney, K",breaks,Melbourne Vixens,0
"Dehaney, K",centrePassReceives,Melbourne Vixens,0
"Dehaney, K",centrePassToGoalPerc,Melbourne Vixens,0
"Dehaney, K",contactPenalties,Melbourne Vixens,43
"Dehaney, K",deflections,Melbourne Vixens,26
"Dehaney, K",deflectionWithGain,Melbourne Vixens,6
"Dehaney, K",deflectionWithNoGain,Melbourne Vixens,20
"Dehaney, K",disposals,Melbourne Vixens,27
"Dehaney, K",feeds,Melbourne Vixens,0
"Dehaney, K",feedWithAttempt,Melbourne Vixens,0
"Dehaney, K",gain,Melbourne Vixens,14
"Dehaney, K",gainToGoalPerc,Melbourne Vixens,0
"Dehaney, K",generalPlayTurnovers,Melbourne Vixens,0
"Dehaney, K",goal_from_zone1,Melbourne Vixens,0
"Dehaney, K",goal_from_zone2,Melbourne Vixens,0
"Dehaney, K",goal1,Melbourne Vixens,0
"Dehaney, K",goal2,Melbourne Vixens,0
"Dehaney, K",goalAssists,Melbourne Vixens,0
"Dehaney, K",goalAttempts,Melbourne Vixens,0
"Dehaney, K",goalMisses,Melbourne Vixens,0
"Dehaney, K",goals,Melbourne Vixens,0
"Dehaney, K",interceptPassThrown,Melbourne Vixens,0
"Dehaney, K",intercepts,Melbourne Vixens,6
"Dehaney, K",minutesPlayed,Melbourne Vixens,246
"Dehaney, K",missedGoalTurnover,Melbourne Vixens,0
"Dehaney, K",netPoints,Melbourne Vixens,191
"Dehaney, K",obstructionPenalties,Melbourne Vixens,37
"Dehaney, K",offsides,Melbourne Vixens,0
"Dehaney, K",passes,Melbourne Vixens,0
"Dehaney, K",penalties,Melbourne Vixens,80
"Dehaney, K",pickups,Melbourne Vixens,3
"Dehaney, K",points,Melbourne Vixens,0
"Dehaney, K",possessionChanges,Melbourne Vixens,0
"Dehaney, K",possessions,Melbourne Vixens,40
"Dehaney, K",quartersPlayed,Melbourne Vixens,22
"Dehaney, K",rebounds,Melbourne Vixens,2
"Dehaney, K",tossUpWin,Melbourne Vixens,0
"Dunkley, L",attempt_from_zone1,Queensland Firebirds,0
"Dunkley, L",attempt_from_zone2,Queensland Firebirds,0
"Dunkley, L",attempts1,Queensland Firebirds,0
"Dunkley, L",attempts2,Queensland Firebirds,0
"Dunkley, L",badHands,Queensland Firebirds,2
"Dunkley, L",badPasses,Queensland Firebirds,3
"Dunkley, L",blocked,Queensland Firebirds,0
"Dunkley, L",blocks,Queensland Firebirds,0
"Dunkley, L",breaks,Queensland Firebirds,0
"Dunkley, L",centrePassReceives,Queensland Firebirds,89
"Dunkley, L",centrePassToGoalPerc,Queensland Firebirds,0
"Dunkley, L",contactPenalties,Queensland Firebirds,29
"Dunkley, L",deflections,Queensland Firebirds,14
"Dunkley, L",deflectionWithGain,Queensland Firebirds,4
"Dunkley, L",deflectionWithNoGain,Queensland Firebirds,10
"Dunkley, L",disposals,Queensland Firebirds,191
"Dunkley, L",feeds,Queensland Firebirds,184
"Dunkley, L",feedWithAttempt,Queensland Firebirds,98
"Dunkley, L",gain,Queensland Firebirds,7
"Dunkley, L",gainToGoalPerc,Queensland Firebirds,0
"Dunkley, L",generalPlayTurnovers,Queensland Firebirds,14
"Dunkley, L",goal_from_zone1,Queensland Firebirds,0
"Dunkley, L",goal_from_zone2,Queensland Firebirds,0
"Dunkley, L",goal1,Queensland Firebirds,0
"Dunkley, L",goal2,Queensland Firebirds,0
"Dunkley, L",goalAssists,Queensland Firebirds,82
"Dunkley, L",goalAttempts,Queensland Firebirds,0
"Dunkley, L",goalMisses,Queensland Firebirds,0
